qid,sentid,question,sentence text,label
172,1,Is cytisine superior to nicotine replacement therapy for smoking cessation?,"In a prespecified subgroup analysis of the primary outcome, cytisine was superior to nicotine-replacement therapy among women and noninferior among men.",1
172,2,Is cytisine superior to nicotine replacement therapy for smoking cessation?,"CONCLUSIONS: When combined with brief behavioral support, cytisine was found to be superior to nicotine-replacement therapy in helping smokers quit smoking, but it was associated with a higher frequency of self-reported adverse events.",1
1101,0,What is the minimal genome build?,"As a key focus of synthetic biology, building a minimal artificial cell has given rise to many discussions.",0
1101,1,What is the minimal genome build?,"A synthetic minimal cell will provide an appropriate chassis to integrate functional synthetic parts, devices and systems with functions that cannot generally be found in nature.",0
1101,2,What is the minimal genome build?,The design and construction of a functional minimal genome is a key step while building such a cell/chassis since all the cell functions can be traced back to the genome.,0
1101,3,What is the minimal genome build?,The field of Synthetic Biology seeks to apply engineering principles to biology in order to produce novel biological systems.,1
1101,4,What is the minimal genome build?,"One approach to accomplish this goal is the genome-driven cell engineering approach, which searches for functioning minimal genomes in naturally occurring microorganisms, which can then be used as a template for future systems.",1
1101,5,What is the minimal genome build?,Currently a prototypical minimal genome has not been discovered.,1
1101,6,What is the minimal genome build?,"The identification of the essential genes of bacteria and the minimal genome for the free-living cellular life could provide insights into the origin, evolution, and essence of life forms.",1
1101,7,What is the minimal genome build?,Minimal bacterial gene set comprises the genetic elements needed for survival of engineered bacterium on a rich medium.,0
1101,8,What is the minimal genome build?,This set is estimated to include 300-350 protein-coding genes.,0
1101,9,What is the minimal genome build?,One way of simplifying an organism with such a minimal genome even further is to constrain the amino acid content of its proteins.,0
1101,10,What is the minimal genome build?,A central undertaking in synthetic biology (SB) is the quest for the 'minimal genome'.,0
1101,11,What is the minimal genome build?,"However, 'minimal sets' of essential genes are strongly context-dependent and, in all prokaryotic genomes sequenced to date, not a single protein-coding gene is entirely conserved.",0
1101,12,What is the minimal genome build?,"Furthermore, a lack of consensus in the field as to what attributes make a gene truly essential adds another aspect of variation.",0
1101,13,What is the minimal genome build?,"Thus, a universal minimal genome remains elusive.",0
1101,14,What is the minimal genome build?,The minimal cell concept represents a pragmatic approach to the question of how few genes are required to run a cell.,0
1101,15,What is the minimal genome build?,"This is a helpful way to build a parts-list, and has been more successful than attempts to deduce a minimal gene set for life by inferring the gene repertoire of the last universal common ancestor, as few genes trace back to this hypothetical ancestral state.",1
770,0,What is the function of the yeast protein Aft1?,"Using a scheme for selecting mutants of Saccharomyces cerevisiae with abnormalities of iron metabolism, we have identified a gene, AFT1, that mediates the control of iron uptake",0
770,1,What is the function of the yeast protein Aft1?,AFT1 functions to activate transcription of target genes in response to iron deprivation and thereby plays a central role in iron homeostasis.,0
770,2,What is the function of the yeast protein Aft1?,Iron-regulated DNA binding by the AFT1 protein controls the iron regulon in yeast,0
770,3,What is the function of the yeast protein Aft1?,Iron deprivation of Saccharomyces cerevisiae induces transcription of genes required for high-affinity iron uptake.,0
770,4,What is the function of the yeast protein Aft1?,AFT1 mediates this transcriptional control.,0
770,5,What is the function of the yeast protein Aft1?,The AFT1 transcriptional factor is differentially required for expression of high-affinity iron uptake genes in Saccharomyces cerevisiae.,0
770,6,What is the function of the yeast protein Aft1?,"Aft1 displays phosphorylation modifications depending on the growth stage of the cells, and it might link induction of genes for iron uptake to other metabolically dominant requirement for cell growth.",0
770,7,What is the function of the yeast protein Aft1?,an aft1 mutation in S. cerevisiae that makes cells dependent on iron for growth,0
770,8,What is the function of the yeast protein Aft1?,Subcellular localization of Aft1 transcription factor responds to iron status in Saccharomyces cerevisiae.,0
770,9,What is the function of the yeast protein Aft1?,The Aft1 transcription factor regulates the iron regulon in response to iron availability in Saccharomyces cerevisiae.,1
770,10,What is the function of the yeast protein Aft1?,"Aft1 activates a battery of genes required for iron uptake under iron-starved conditions, whereas Aft1 function is inactivated under iron-replete conditions",1
770,11,What is the function of the yeast protein Aft1?,the nuclear export of Aft1 is critical for ensuring iron-responsive transcriptional activation of the Aft1 regulon and that the nuclear import/export systems are involved in iron sensing by Aft1 in S. cerevisiae.,0
770,12,What is the function of the yeast protein Aft1?,the Aft1 iron-responsive DNA-binding factor,0
770,13,What is the function of the yeast protein Aft1?,"Two transcriptional activators, Aft1 and Aft2, regulate iron homeostasis in Saccharomyces cerevisiae.",0
770,14,What is the function of the yeast protein Aft1?,iron sensing by Aft1/Aft2 is not linked to the maturation of cytosolic/nuclear Fe-S proteins,0
770,15,What is the function of the yeast protein Aft1?,"The yeast Saccharomyces cerevisiae contains a pair of paralogous iron-responsive transcription activators, Aft1 and Aft2.",0
770,16,What is the function of the yeast protein Aft1?,"Aft1 activates the cell surface iron uptake systems in iron depletion,",0
770,17,What is the function of the yeast protein Aft1?,the absence of either Aft1 or Aft2 showed an iron-dependent increase in the amount of the remaining paralog,0
770,18,What is the function of the yeast protein Aft1?,The transcription factors Aft1 and Aft2 from Saccharomyces cerevisiae regulate the expression of genes involved in iron homeostasis.,0
770,19,What is the function of the yeast protein Aft1?,iron insufficiency-responsive transcription factor Aft1,0
770,20,What is the function of the yeast protein Aft1?,The mRNA levels of 14 proteins involved in iron homeostasis were shown to be increased by cisplatin.,0
770,21,What is the function of the yeast protein Aft1?,"Interestingly, the expression of all 14 genes is known to be regulated by Aft1, a transcription factor activated in response to iron insufficiency",0
770,22,What is the function of the yeast protein Aft1?,Aft1 is a transcriptional activator in Saccharomyces cerevisiae that responds to iron availability and regulates the expression of genes in the iron regulon,0
770,23,What is the function of the yeast protein Aft1?,we found that Aft1 physically interacts with the FOB (ferrioxamine B) transporter Arn3,0
770,24,What is the function of the yeast protein Aft1?,These results suggest that Aft1 interacts with Arn3 and may regulate the ubiquitination of Arn3 in the cytosolic compartment,1
770,25,What is the function of the yeast protein Aft1?,"The Saccharomyces cerevisiae transcription factor Aft1 is activated in iron-deficient cells to induce the expression of iron regulon genes, which coordinate the increase of iron uptake and remodel cellular metabolism to survive low-iron conditions",0
770,26,What is the function of the yeast protein Aft1?,Aft1 has been implicated in numerous cellular processes including cell-cycle progression and chromosome stability,1
770,27,What is the function of the yeast protein Aft1?,We demonstrate that Aft1 works in parallel with the RIM101 pH pathway and the role of Aft1 in DNA damage repair is mediated by iron.,0
770,28,What is the function of the yeast protein Aft1?,"In contrast, through both directed studies and microarray transcriptional profiling, we show that the role of Aft1 in chromosome maintenance and benomyl resistance is independent of its iron regulatory role, potentially through a nontranscriptional mechanism.",0
770,29,What is the function of the yeast protein Aft1?,Aft1p is a major iron regulator in budding yeast Saccharomyces cerevisiae.,0
770,30,What is the function of the yeast protein Aft1?,It indirectly senses cytosolic Fe status and responds by activating or repressing iron regulon genes,0
770,31,What is the function of the yeast protein Aft1?,Expression of components of the high-affinity system is controlled by the Aft1 transcriptional factor,0
770,32,What is the function of the yeast protein Aft1?,Iron-responsive transcription factor Aft1 interacts with kinetochore protein Iml3 and promotes pericentromeric cohesin,0
770,33,What is the function of the yeast protein Aft1?,"The Saccharomyces cerevisiae iron-responsive transcription factor, Aft1, has a well established role in regulating iron homeostasis through the transcriptional induction of iron-regulon genes",0
770,34,What is the function of the yeast protein Aft1?,recent studies have implicated Aft1 in other cellular processes independent of iron regulation such as chromosome stability,0
770,35,What is the function of the yeast protein Aft1?,Aft1 interacts with and co-localizes with kinetochore proteins,0
770,36,What is the function of the yeast protein Aft1?,Our work defines a new role for Aft1 in chromosome stability and transmission.,0
770,37,What is the function of the yeast protein Aft1?,"Our genetic network reveals that Aft1 affects a diverse range of cellular processes, including the RIM101 pH pathway, cell-wall stability, DNA damage, protein transport, chromosome stability, and mitochondrial function.",1
3338,0,What does MVA85A stand for?,"A non-randomised, open-label, Phase I safety and immunogenicity dose-finding study to assess the safety and immunogenicity of the candidate TB vaccine Modified Vaccinia virus Ankara expressing Antigen 85A (MVA85A) from Mycobacterium tuberculosis (MTB) in healthy adult volunteers previously vaccinated with BCG.",1
3116,0,What is CVT-301?,"Further approaches to enhance LD efficacy are focused on new non-oral administration routes, including nasal, intra-duodenal, intrapulmonary (CVT-301) and subcutaneous (ND0612), as well as on novel ER formulations, including IPX066, which recently concluded phase III trial.",0
3116,1,What is CVT-301?,Pulmonary Safety and Tolerability of Inhaled Levodopa (CVT-301) Administered to Patients with Parkinson's Disease.,0
3116,2,What is CVT-301?,"BACKGROUND: CVT-301, an inhaled levodopa (LD) formulation, is under development for relief of OFF periods in Parkinson's disease (PD).",1
3116,3,What is CVT-301?,"Previously, we reported that CVT-301 improved OFF symptoms relative to placebo.",0
3116,4,What is CVT-301?,Pharmacokinetic drug evaluation of CVT-301 for the treatment of Parkinson's disease.,0
3116,5,What is CVT-301?,Areas covered: CVT-301 is a self-administered dry powder aerosol inhaled formulation of LD that is being developed as a self-administered treatment for OFF periods.,1
3116,6,What is CVT-301?,"During a placebo-controlled trial of an inhaled levodopa formulation, CVT-301, in PD patients with ≥2 h/d of OFF time, spirometry was performed by American Thoracic Society (ATS) guidelines at screening and throughout the 4-week treatment period.",0
3116,7,What is CVT-301?,"ND0612 is a proprietary liquid formulation of LD/CD that enables subcutaneous administration via a small patch-pump device, and CVT-301 is a levodopa inhalation powder with rapid onset of action; both are currently in active studies.",0
3116,8,What is CVT-301?,CVT-301 is a powder formulation of levodopa delivered by a breath-actuated inhaler that has been developed for treating OFF episodes (motor fluctuations between doses of standard oral levodopa) in patients with Parkinson's disease (PD).,0
3116,9,What is CVT-301?,CVT-301 is a levodopa inhalation powder with the potential for rapid onset of action.,0
3116,10,What is CVT-301?,The objective of this study was to evaluate CVT-301 self-administered by PD patients to relieve OFF episodes.,0
3116,11,What is CVT-301?,"CONCLUSIONS: CVT-301 self-administered during OFF episodes provided rapid improvement of motor function, and daily OFF time was significantly reduced at the higher dose.",1
3116,12,What is CVT-301?,"BACKGROUND
CVT-301, an inhaled levodopa (LD) formulation, is under development for relief of OFF periods in Parkinson's disease (PD).",0
3116,13,What is CVT-301?,CVT-301 is a levodopa inhalation powder with the potential for rapid onset of action.,0
3116,14,What is CVT-301?,A randomized trial of inhaled levodopa (CVT-301) for motor fluctuations in Parkinson's disease.,1
3116,15,What is CVT-301?,CVT-301 is a powder formulation of levodopa delivered by a breath-actuated inhaler that has been developed for treating OFF episodes (motor fluctuations between doses of standard oral levodopa) in patients with Parkinson's disease (PD).,0
3116,16,What is CVT-301?,Areas covered: CVT-301 is a self-administered dry powder aerosol inhaled formulation of LD that is being developed as a self-administered treatment for OFF periods.,1
3116,17,What is CVT-301?,CVT-301 is a levodopa inhalation powder with the potential for rapid onset of action.,0
1080,0,How is bladder wall thickness measured?,Modifications of the bladder wall (organ damage) in patients with bladder outlet obstruction: ultrasound parameters.,1
1080,1,How is bladder wall thickness measured?,Early identification of bladder changes by noninvasive transabdominal ultrasound,1
1080,2,How is bladder wall thickness measured?,"Measurement of the bladder wall thickness (BWT) or detrusor wall thickness (DWT) by US is reliable,",1
1080,3,How is bladder wall thickness measured?,"Also conventional US detects established signs of bladder damage: diverticulosis, trabecolations in the bladder wall (pseudo-diverticula),",1
1080,4,How is bladder wall thickness measured?,non-invasive US of the bladder wall,1
1080,5,How is bladder wall thickness measured?,"BladderScan BVM 9500 device (Diagnostic Ultrasound, Bothell, WA) was used to measure bladder wall thickness",0
1080,6,How is bladder wall thickness measured?,ultrasonography-estimated bladder weight and bladder wall thickness,0
1080,7,How is bladder wall thickness measured?,To identify measurements of ultrasonography (US)-derived bladder wall thickness (BWT),0
1080,8,How is bladder wall thickness measured?,transabdominal US measurements of BWT and,0
1080,9,How is bladder wall thickness measured?,Transvaginal ultrasound measurement of bladder wall thickness:,0
1080,10,How is bladder wall thickness measured?,ultrasound (US) techniques to measure bladder wall thickness (BWT).,0
1080,11,How is bladder wall thickness measured?,Women underwent US measurement of BWT,0
1080,12,How is bladder wall thickness measured?,Transabdominal and transperineal US for measuring BWT,0
1080,13,How is bladder wall thickness measured?,ultrasound bladder and detrusor wall thickness,0
1080,14,How is bladder wall thickness measured?,Ultrasonic measurements of urinary bladders are suitable to quantify bladder wall hypertrophy,0
1080,15,How is bladder wall thickness measured?,ultrasonic bladder wall measurements t,0
1080,16,How is bladder wall thickness measured?,"Preliminary data on the automatic measurement of bladder wall thickness were reported, suggesting a good repeatability and agreement with conventional ultrasound imaging",0
1080,17,How is bladder wall thickness measured?, conventional ultrasound bladder wall thickness (BWT) measurements,0
1080,18,How is bladder wall thickness measured?,Ultrasonographic measurement of bladder wall thickness,0
1080,19,How is bladder wall thickness measured?,All children underwent ultrasonography to measure bladder wall thickness,0
1080,20,How is bladder wall thickness measured?,Ultrasonographic assessment of bladder wall thickness is a sensitive screening tool,0
1080,21,How is bladder wall thickness measured?,ultrasound for bladder wall thickness (BWT),0
1080,22,How is bladder wall thickness measured?,transabdominal ultrasonography for bladder volume and detrusor muscle thickness,0
1080,23,How is bladder wall thickness measured?,"Transabdominal ultrasonography with a high-frequency probe was performed to obtain the anterior, posterior, and lateral bladder wall thicknesses.",0
1080,24,How is bladder wall thickness measured?,ultrasonographic estimate of bladder wall thickness.,0
1080,25,How is bladder wall thickness measured?,ultrasonographic estimate of bladder wall thickness.,0
1080,26,How is bladder wall thickness measured?,"there are marked differences in sonographic findings in male and female neonates in regard to renal pelvic dilatation, renal size and bladder wall thickness",0
1080,27,How is bladder wall thickness measured?,BWT was measured by suprapubic ultrasonography.,0
1080,28,How is bladder wall thickness measured?,transvaginal ultrasound measurement of bladder wall thickness,0
1080,29,How is bladder wall thickness measured?,The measurement of a mean bladder wall thickness greater than 5 mm with transvaginal ultrasound,0
1615,0,Are high-flow nasal cannulae effective for treatment of preterm infants?,"The use of high-flow nasal cannulae is an increasingly popular alternative to nasal continuous positive airway pressure (CPAP) for noninvasive respiratory support of very preterm infants (gestational age, <32 weeks) after extubation.",1
1615,1,Are high-flow nasal cannulae effective for treatment of preterm infants?,"The use of high-flow nasal cannulae was noninferior to the use of nasal CPAP, with treatment failure occurring in 52 of 152 infants (34.2%) in the nasal-cannulae group and in 39 of 151 infants (25.8%) in the CPAP group (risk difference, 8.4 percentage points; 95% confidence interval, -1.9 to 18.7).",1
1615,2,Are high-flow nasal cannulae effective for treatment of preterm infants?,"Although the result for the primary outcome was close to the margin of noninferiority, the efficacy of high-flow nasal cannulae was similar to that of CPAP as respiratory support for very preterm infants after extubation.",1
1615,3,Are high-flow nasal cannulae effective for treatment of preterm infants?,"Recently high flow nasal cannula (HFNC) is emerging as an efficient, better tolerated form of NIV, allowing better access to the baby's face, which may improve nursing, feeding and bonding.",0
1615,4,Are high-flow nasal cannulae effective for treatment of preterm infants?,"In conclusion, there is a growing evidence of the feasibility of HFNC as an alternative mode of NIV.",0
1615,5,Are high-flow nasal cannulae effective for treatment of preterm infants?,HHHFNC and NCPAP produced similar rates of extubation failure.,0
1615,6,Are high-flow nasal cannulae effective for treatment of preterm infants?,"The use of HFNC as a respiratory support modality is increasing in the infant, pediatric, and adult populations as an alternative to non-invasive positive pressure ventilation.",0
1615,7,Are high-flow nasal cannulae effective for treatment of preterm infants?,Current evidence suggests that HFNC is well tolerated and may be feasible in a subset of patients who require ventilatory support with non-invasive ventilation.,0
1615,8,Are high-flow nasal cannulae effective for treatment of preterm infants?,"Heated, humidified, high-flow nasal cannula oxygen therapy (HHHFNC) has been used to improve ventilation in preterm infants.",0
1615,9,Are high-flow nasal cannulae effective for treatment of preterm infants?,Increasing flow rates of HHHFNC therapy are associated with linear increases in NP pressures in bronchiolitis patients.,0
1615,10,Are high-flow nasal cannulae effective for treatment of preterm infants?,An alternative to the use of nasal continuous positive airway pressure (NCPAP) as a non-invasive modality to support respiratory distress in premature infants has been the recent introduction of high flow nasal cannula (HFNC) devices in many neonatal units.,1
1615,11,Are high-flow nasal cannulae effective for treatment of preterm infants?,"There has been increased use of HFNC presumably because of anecdotal reports and experience that it is easy to use, and well tolerated by the infants, while experiencing decreased nasal septumerosion.",0
1615,12,Are high-flow nasal cannulae effective for treatment of preterm infants?,High-flow nasal cannulae (HFNC) are gaining in popularity as a form of non-invasive respiratory support for preterm infants in neonatal intensive care units around the world.,0
1615,13,Are high-flow nasal cannulae effective for treatment of preterm infants?,"HFNC may be as effective as NCPAP at improving respiratory parameters such as tidal volume and work of breathing in preterm infants, but probably only at flow rates >2 litres/min.",0
1615,14,Are high-flow nasal cannulae effective for treatment of preterm infants?,There is growing evidence of the feasibility of HFNC as an alternative to other forms of non-invasive ventilation in preterm infants.,0
1615,15,Are high-flow nasal cannulae effective for treatment of preterm infants?,"When used as primary respiratory support after birth, one trial found similar rates of treatment failure in infants treated with HFNC and nasal CPAP.",0
1615,16,Are high-flow nasal cannulae effective for treatment of preterm infants?,"Following extubation, one trial found that infants treated with HFNC had a significantly higher rate of reintubation than those treated with nasal CPAP.",0
1615,17,Are high-flow nasal cannulae effective for treatment of preterm infants?,"Another trial found similar rates of reintubation for humidified and non-humidified HFNC, and the fourth trial found no difference between two different models of equipment used to deliver humidified HFNC.",0
1615,18,Are high-flow nasal cannulae effective for treatment of preterm infants?,"When used following extubation, HFNC may be associated with a higher rate of reintubation than nasal CPAP.",0
1615,19,Are high-flow nasal cannulae effective for treatment of preterm infants?,Early weaning from CPAP to high flow nasal cannula in preterm infants is associated with prolonged oxygen requirement: a randomized controlled trial.,0
1615,20,Are high-flow nasal cannulae effective for treatment of preterm infants?,"After randomization, the no-NC group had fewer days on oxygen [median (interquartile range): 5 (1-8) vs 14 (7.5-19.25) days, p<0.001] and shorter duration of respiratory support [10.5 (4-21) vs 18 (11.5-29) days, p=0.03].",0
1615,21,Are high-flow nasal cannulae effective for treatment of preterm infants?,There were no differences between groups regarding success of weaning from NCPAP.,0
1615,22,Are high-flow nasal cannulae effective for treatment of preterm infants?,Weaning preterm infants from NCPAP to NC is associated with increased exposure to oxygen and longer duration of respiratory support.,1
1615,23,Are high-flow nasal cannulae effective for treatment of preterm infants?,A number of centers use high-flow nasal cannula (HFNC) in the management of AOP without measuring the positive distending pressure (PDP) generated.,0
1615,24,Are high-flow nasal cannulae effective for treatment of preterm infants?,HFNC is as effective as NCPAP in the management of AOP.,0
1789,0,What causes Scurvy?,"They presented with limp, and an elaborate panel of tests and procedures were undertaken before the diagnosis of scurvy was made.",0
1789,1,What causes Scurvy?,Treatment with vitamin C led to rapid recovery of symptoms.,0
1789,2,What causes Scurvy?," Scurvy, or ""Barlow's disease"", is a widely described disease involving cutaneous and mucosal lesions resulting from vitamin C deficiency.",1
1789,3,What causes Scurvy?,"Scurvy, a disease of dietary deficiency of vitamin C, is uncommon today.",1
1789,4,What causes Scurvy?,"Because many of the early symptoms of vitamin C deficiency (fatigue, malaise, depression and irritability) are non-specific, the diagnostic possibility of scurvy is usually delayed until haemorrhagic manifestations occur.",0
1789,5,What causes Scurvy?,"Scurvy is caused by prolonged dietary deficiency of vitamin C, the plasma concentration of which appears inversely related to mortality from all causes",0
1789,6,What causes Scurvy?,Scurvy is a rarely seen disease resulting from a deficiency of vitamin C. We present a case of scurvy in a 65-year-old man,1
1789,7,What causes Scurvy?,Ascorbic acid is a vitamin soluble in water and its deficiency in human body causes scurvy.,0
1789,8,What causes Scurvy?,"Deficiencies in vitamin C can lead to conditions such as scurvy, which, among other ailments, causes gingivia, bone pain, and impaired wound healing.",0
1789,9,What causes Scurvy?,"Severe deficiency leads to scurvy, whereas a limited vitamin C intake causes general symptoms, such as increased susceptibility to infections, fatigue, insomnia, and weight loss.",0
1789,10,What causes Scurvy?,"Vitamin C deficiency causes scurvy a serious and painful disease in which defective collagen prevents the formation of strong connective tissue, gums deteriorate and bleed, with loss of teeth; skin discolors, and wounds do not heal.",0
1789,11,What causes Scurvy?,The human body is unable to synthesise Vitamin C and a diet deficient in Vitamin C leads to scurvy.,0
1789,12,What causes Scurvy?,"Scurvy may mimic other medical conditions, like bleeding diasthesis or deep vein thrombosis, leading to delay in diagnosis and treatment, thus prolonging sufferings of patients.",0
1789,13,What causes Scurvy?,"Often, scurvy could have been diagnosed if it is thought of and features of scurvy carefully looked for.",0
1789,14,What causes Scurvy?,"Scurvy, a disease of dietary deficiency of vitamin C, is uncommon today.",0
1789,15,What causes Scurvy?,"Among diseases, scurvy has a rich history and an ancient past.",0
1789,16,What causes Scurvy?,"Scurvy may mimic other medical conditions, like bleeding diasthesis or deep vein thrombosis, leading to delay in diagnosis and treatment, thus prolonging sufferings of patients.",0
1789,17,What causes Scurvy?,"Often, scurvy could have been diagnosed if it is thought of and features of scurvy carefully looked for.",0
1789,18,What causes Scurvy?,Scurvy is easily treated with high dose of oral vitamin C.,0
1789,19,What causes Scurvy?,Scurvy is caused by prolonged severe dietary deficiency of vitamin C.,0
1789,20,What causes Scurvy?,"Scurvy, caused by lack of vitamin C, was a major problem for polar explorers.",0
1789,21,What causes Scurvy?,curvy is the clinical manifestation of vitamin C deficiency.,0
1789,22,What causes Scurvy?,Scurvy is a nondiscriminatory disease process resulting from a nutritional deficiency of ascorbic acid (vitamin C).,1
1789,23,What causes Scurvy?,In modern times scurvy is a rarely encountered disease caused by ascorbic acid (vitamin C) deficiency.,1
152,0,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"Importantly, ceftriaxone is currently in clinical trials for the treatment of amyotrophic lateral sclerosis.",1
152,1,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,Ceftriaxone delays loss of neurons in genetic animal models of amyotrophic lateral sclerosis through upregulation of astrocytic glutamate transporter expression (GLT-1).,1
152,2,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"OBJECTIVES: Ceftriaxone increases expression of the astrocytic glutamate transporter, EAAT2, which might protect from glutamate-mediated excitotoxicity.",0
152,3,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"Thirty-four compounds (including riluzole, ceftriaxone, minocyclin, PBA, lithium, acetylcysteine) in human and mouse ALS trials and an additional set of 1040 FDA-approved compounds also showed no effect on SOD1 promoter activity.",0
152,4,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,Two of these patients received ceftriaxone for 1 month without clinical improvement.,0
152,5,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"In amyotrophic lateral sclerosis, down-regulation of the astrocyte-specific glutamate excitatory amino acid transporter 2 is hypothesized to increase extracellular glutamate, thereby leading to excitotoxic motor neuron death.",0
152,6,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,The antibiotic ceftriaxone was recently reported to induce excitatory amino acid transporter 2 and to prolong the survival of mutant superoxide dismutase 1 transgenic mice.,0
152,7,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"OBJECTIVE: Ceftriaxone has been reported to reduce neuronal damage in amyotrophic lateral sclerosis and in an in-vitro model of neuronal ischaemia through increased expression and activity of the glutamate transporter, GLT1.",1
152,8,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"Dysfunction of EAAT2 is implicated in acute and chronic neurological disorders, including stroke/ischemia, temporal lobe epilepsy, amyotrophic lateral sclerosis, Alzheimer disease, human immunodeficiency virus 1-associated dementia, and growth of malignant gliomas.",0
152,9,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"Ceftriaxone, one of the beta-lactam antibiotics, is a stimulator of EAAT2 expression with neuroprotective effects in both in vitro and in vivo models based in part on its ability to inhibit neuronal cell death by glutamate excitotoxicity.",0
152,10,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,Motor neuron disease recovery associated with IV ceftriaxone and anti-Babesia therapy.,0
152,11,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,This report summarizes what we believe to be the first verifiable case of a significant and progressive motor neuron disease (MND) consistent with amyotrophic lateral sclerosis that resolved during treatment with i.v.,0
152,12,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,ceftriaxone plus oral atovaquone and mefloquine.,0
152,13,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"Other agents (ceftriaxone, minocycline, ONO-2506, and IGF-1 polypeptide) are already in phase III trials involving large numbers of patients with ALS.",0
152,14,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"Ongoing trials are exploring the value of antiglutamatergic agents, including the cephalosporin antibiotic ceftriaxone, as well as antioxidants, mitochondrial enhancers and anti-apoptotic drugs.",0
152,15,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"Recently, Rothstein et al.",0
152,16,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"reported that beta-lactam antibiotics, including penicillin and ceftriaxone, are potential therapeutic drugs to treat some neurological disorders, e.g., amyotrophic lateral sclerosis (ALS), by modulating the expression of glutamate transporter GLT1 via gene activation.",1
152,17,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"Ceftriaxone was neuroprotective in vitro when used in models of ischaemic injury and motor neuron degeneration, both based in part on glutamate toxicity.",0
152,18,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"When used in an animal model of the fatal disease ALS, the drug delayed loss of neurons and muscle strength, and increased mouse survival.",0
152,19,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"We describe two patients with lateral amyotrophic sclerosis who, after informed consent, received empirical treatment with intravenous cephtriaxone at a dose of 2 g/24 hours for three weeks, with no positive results.",0
152,20,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,"Despite promising stage 2 data, stage 3 of this trial of ceftriaxone in amyotrophic lateral sclerosis did not show clinical efficacy.",0
152,21,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?," Importantly, ceftriaxone is currently in clinical trials for the treatment of amyotrophic lateral sclerosis.",1
152,22,What is known about clinical efficacy of ceftriaxone for treatment of amyotrophic lateral sclerosis?,The cephalosporin antibiotic ceftriaxone was evaluated as a potential therapeutic agent for the treatment of amyotrophic lateral sclerosis (ALS).,0
2802,0,Does gepotidacin activate bacterial topoisomerase?,GSK2140944 is a novel bacterial topoisomerase inhibitor in development for the treatment of bacterial infections.,1
2743,0,What does the pembrolizumab companion diagnostic test assess?,"The initial approval and subsequent studies of pembrolizumab required and utilized a companion diagnostic test, Dako's IHC 22C3, to assess PD-L1 status of patients.",1
2155,0,What is a miR?,"As novel molecules, microRNAs (miRs) take part in regulating protein-coding gene expression at the post-transcriptional level,",1
2155,1,What is a miR?,The discovery of microRNA (miRNA) regulation in tumorigenesis,1
2155,2,What is a miR?,MiRs are small (~23 nt) noncoding RNAs that regulate gene expression by specifically interacting with the 3' untranslated region (UTR) of target gene mRNA to repress translation or enhance mRNA cleavage.,1
2155,3,What is a miR?,The discovery of microRNAs (miRNAs) has opened an entire new avenue for drug development.,1
2155,4,What is a miR?,"These short (15-22 nucleotides) noncoding RNAs, which function in RNA silencing and posttranscriptional regulation of gene expression, have been shown to critically affect numerous pathways in both development and disease progression.",1
3204,0,What is the function of the cGAS pathway?,Cyclic di-AMP (c-di-AMP) is a bacterial signaling nucleotide synthesized by several human pathogens.,0
3204,1,What is the function of the cGAS pathway?,Cyclic GMP-AMP synthase (cGAS) has recently been identified as the primary protein that detects cytosolic double stranded DNA to invoke a type I interferon response.,0
3204,2,What is the function of the cGAS pathway?,The cGAS pathway is vital in the recognition of DNA encoded viruses as well as self-DNA leaked from the nucleus of damaged cells.,1
3204,3,What is the function of the cGAS pathway?,These results indicate that activation of the cGAS pathway is important for intrinsic antitumor immunity and that cGAMP may be used directly for cancer immunotherapy.,1
3204,4,What is the function of the cGAS pathway?, this work identifies long DNA as the molecular entity stimulating the cGAS pathway upon cytosolic DNA challenge such as viral infections.,1
